20170001,65000396
20170001,65001985
20170001,65002324
20170001,65002435
20170001,65002578
20170001,65002862
20170001,65002998
20170001,65003435
20170001,65003621
20170001,65003784
20170001,65003852
20170002,65000156
20170002,65000335
20170002,65000446
20170002,65000647
20170002,65000882
20170002,65002277
20170002,65002394
20170002,65002552
20170002,65003625
20170003,65000108
20170003,65000177
20170003,65000228
20170003,65000258
20170003,65000260
20170003,65000445
20170003,65000547
20170003,65000580
20170003,65000601
20170003,65000625
20170003,65000726
20170003,65000800
20170003,65000889
20170003,65000896
20170003,65000952
20170003,65001031
20170003,65001055
20170003,65001099
20170003,65001110
20170003,65001111
20170003,65001161
20170003,65001208
20170003,65001209
20170003,65001226
20170003,65001270
20170003,65001272
20170003,65001290
20170003,65001304
20170003,65001310
20170003,65001311
20170003,65001332
20170003,65001334
20170003,65001480
20170003,65001496
20170003,65001506
20170003,65001566
20170003,65001652
20170003,65001680
20170003,65001792
20170003,65001794
20170003,65002005
20170003,65002007
20170003,65002134
20170003,65002399
20170003,65002418
20170003,65002426
20170003,65002473
20170003,65002508
20170003,65002608
20170003,65002625
20170003,65002797
20170003,65002932
20170003,65003055
20170003,65003124
20170003,65003133
20170003,65003173
20170003,65003181
20170003,65003229
20170003,65003391
20170003,65003413
20170003,65003418
20170003,65003505
20170003,65003599
20170003,65003605
20170003,65003735
20170003,65003779
20170003,65003819
20170003,65003886
20170003,65003993
20170003,65004059
20170004,65000245
20170004,65000386
20170004,65000759
20170004,65001264
20170004,65001493
20170004,65001637
20170004,65001681
20170004,65002173
20170004,65002605
20170004,65003805
20170004,65003807
20170005,65000073
20170005,65000123
20170005,65000291
20170005,65000426
20170005,65000478
20170005,65000613
20170005,65000699
20170005,65001069
20170005,65001094
20170005,65001321
20170005,65001329
20170005,65001529
20170005,65001660
20170005,65001946
20170005,65002279
20170005,65002439
20170005,65002481
20170005,65002897
20170005,65002996
20170005,65003239
20170005,65003401
20170005,65003481
20170005,65003571
20170006,65000151
20170006,65000784
20170006,65000932
20170006,65001018
20170006,65001051
20170006,65001061
20170006,65001936
20170006,65002313
20170006,65002631
20170006,65002637
20170006,65002791
20170006,65002796
20170006,65002867
20170006,65002951
20170006,65002965
20170006,65003257
20170006,65003646
20170006,65003964
20170007,65000292
20170007,65000420
20170007,65000642
20170007,65000721
20170007,65001577
20170007,65001782
20170007,65002110
20170007,65002604
20170007,65003206
20170007,65003680
20170007,65003732
20170007,65003808
20170008,65000052
20170008,65000061
20170008,65000148
20170008,65000289
20170008,65000338
20170008,65000395
20170008,65000501
20170008,65000510
20170008,65000565
20170008,65000566
20170008,65000568
20170008,65000697
20170008,65000705
20170008,65000724
20170008,65000836
20170008,65000843
20170008,65000855
20170008,65000871
20170008,65000880
20170008,65000914
20170008,65000926
20170008,65000945
20170008,65001046
20170008,65001122
20170008,65001130
20170008,65001172
20170008,65001192
