65000747,Christopher Berry,Not Available
65000748,Christopher Carroll,Not Available
65000749,Christopher Fairbank,9.Mar.59
65000750,Christopher Gray,Not Available
65000751,Christopher Innvar,Not Available
65000752,Christopher Mark Rodriguez,Not Available
65000753,Christopher Mintz-Plasse,20.Jun.89
65000754,Christopher Plummer,13.Dec.29
65000755,Christopher Rivera,2.Feb.79
65000756,Chuck Rainey,Not Available
65000757,Ciarán Hinds,9.Feb.53
65000758,Cida Moreira,Not Available
65000759,Cillian Murphy,25.May.76
65000760,Cjon Saulsberry,Not Available
65000761,Claire Bronson,Not Available
65000762,Claire Corlett,Not Available
65000763,Claire Duburcq,Not Available
65000764,Claire Foy,Not Available
65000765,Clancy Brown,5.Jan.59
65000766,Clara de Cápua,Not Available
65000767,Clara Young,Not Available
65000768,Clark Gregg,2.Apr.62
65000769,Clarke Peters,7.Apr.52
65000770,Claude Phillips,Not Available
65000771,Claudia Jessie,Not Available
65000772,Claudia Karvan,19.May.72
65000773,Claudia O'Doherty,Not Available
65000774,Clay Donahue Fontenot,Not Available
65000775,Clebia Sousa,Not Available
65000776,Clem Cheung,Not Available
65000777,Clémentine Grenier,Not Available
65000778,Cliff Burnett,Not Available
65000779,Cliff Redding,Not Available
65000780,Clifton Collins Jr.,16.Jun.70
65000781,Clu Gulager,16.Nov.28
65000782,Cobie Smulders,3.Apr.82
65000783,Cody Carrera,Not Available
65000784,Cody Parrish Thompson,Not Available
65000785,Colin Farrell,31.May.76
65000786,Colin Firth,10.Sep.60
65000787,Colin Ford,12.Sep.96
65000788,Colin Goodwin,Not Available
65000789,Colin Mace,Not Available
65000790,Colin Woodell,Not Available
65000791,Colleen Wheeler,21.Mar.67
65000792,Colm Meaney,30.May.53
65000793,Colman Domingo,28.Nov.69
65000794,Colton Haynes,Not Available
65000795,Common,13.Mar.72
65000796,Conan O'Brien,18.Apr.63
65000797,Congxi Li,Not Available
65000798,Connie Britton,6.Mar.67
65000799,Connie Chiume,Not Available
65000800,Connie Nielsen,3.Jul.65
65000801,Connor Swindells,Not Available
65000802,Connor Trinneer,19.Mar.69
65000803,Constance Wu,Not Available
65000804,Cooper Andrews,Not Available
65000805,Coral Peña,Not Available
65000806,Coralie Russier,Not Available
65000807,Cordelia Bugeja,5.Mar.76
65000808,Corey Ha,Not Available
65000809,Corey Hawkins,Not Available
65000810,Corey Stoll,Not Available
65000811,Cori Bush,Not Available
65000812,Cori Grainger,Not Available
65000813,Corinne Hayat,Not Available
65000814,Cornell Dupree,Not Available
65000815,Corrado Invernizzi,Not Available
65000816,Cory Michael Smith,Not Available
65000817,Cosmo Jarvis,Not Available
65000818,Costa Ronin,Not Available
65000819,Courtney B. Vance,12.Mar.60
65000820,Courtney Coker,Not Available
65000821,Craig Ferguson,17.May.62
65000822,Craig Kennedy,Not Available
65000823,Craig muMs Grant,Not Available
65000824,Craig Robinson,25.Oct.71
65000825,Craig T. Nelson,4.Apr.44
65000826,Cristina Rosato,6.Jan.83
65000827,Cristóbal Pinto,Not Available
65000828,Crystal Clarke,Not Available
65000829,Cullen Moss,Not Available
65000830,Curran Walters,Not Available
65000831,Curtiss Cook Jr.,Not Available
65000832,Cyndy Day,Not Available
65000833,Cynne Simpson,Not Available
65000834,Cynthia Erivo,Not Available
65000835,Cynthia Nixon,9.Apr.66
65000836,Cynthia Woods,Not Available
65000837,Cyrielle Claire,Not Available
65000838,Cyril Descours,Not Available
65000839,Cyrus Vance; Jr.,Not Available
65000840,D-Nice,Not Available
65000841,D.J. Cotrona,Not Available
65000842,Da'Vine Joy Randolph,Not Available
65000843,Dafne Keen,Not Available
65000844,Dag Andersson,Not Available
65000845,Dagger Salazar,Not Available
65000846,Daisy Axon,Not Available
65000847,Daisy May Cooper,Not Available
65000848,Daisy Ridley,Not Available
65000849,Dakota Fanning,23.Feb.94
65000850,Dakota Johnson,4.Oct.89
65000851,Dale Dickey,Not Available
65000852,Dallin Tusieseina,Not Available
65000853,Damian Lewis,11.Feb.74
65000854,Damien Bonnard,Not Available
65000855,Damon Carney,Not Available
65000856,Damon Herriman,31.Mar.70
65000857,Damon Lipari,Not Available
65000858,Dan Amboyer,Not Available
65000859,Dan Babic,Not Available
65000860,Dan Bittner,Not Available
65000861,Dan Euston,Not Available
65000862,Dan Schoenbrun,Not Available
65000863,Dan Stevens,Not Available
65000864,Dana Firas,Not Available
65000865,Dana Lee,Not Available
65000866,Dana Millican,Not Available
65000867,Dana Reznik,Not Available
65000868,Danai Gurira,Not Available
65000869,Dane Davenport,Not Available
65000870,Danel Utegenova,Not Available
65000871,Daniel Bernhardt,31.Aug.65
65000872,Daniel Craig,2.Mar.68
65000873,Daniel Craig,2.Mar.68
65000874,Daniel Day-Lewis,29.Apr.57
65000875,Daniel Diemer,Not Available
65000876,Daniel Dorr,Not Available
65000877,Daniel Escudero,Not Available
65000878,Daniel Fearn,Not Available
65000879,Daniel Henshall,Not Available
65000880,Daniel Hernández,Not Available
65000881,Daniel Jenkins,Not Available
65000882,Daniel Kaluuya,Not Available
65000883,Daniel Keough,Not Available
65000884,Daniel Lugo,30.Jul.45
65000885,Daniel Mays,31.Mar.78
65000886,Daniel Zolghadri,Not Available
65000887,Daniela Gaskie,Not Available
65000888,Daniela Vega,Not Available
65000889,Danielle Lewis,Not Available
65000890,Danielle Ryan,Not Available
65000891,Danielle Scott,Not Available
65000892,Danijela Cabric,Not Available
65000893,Danny Burstein,16.Jun.64
65000894,Danny Flaherty,Not Available
65000895,Danny Glover,22.Jul.46
65000896,Danny Huston,12.May.62
65000897,Danny Isserles,Not Available
65000898,Danny Lloyd,1.Jan.73
65000899,Danny Sapani,Not Available
65000900,Danny Strong,6.Jun.74
65000901,Dante Jodorowsky,Not Available
65000902,Dante Pereira-Olsen,Not Available
65000903,Daphne Cheung,Not Available
65000904,Darcy Rose Byrnes,4.Nov.98
65000905,Darío Grandinetti,5.Mar.59
65000906,Darla Delgado,21.Feb.69
65000907,Darragh McKenzie,Not Available
65000908,Darrell Britt-Gibson,Not Available
65000909,Darren Morfitt,12.Sep.73
65000910,Darryl Cox,8.Apr.55
65000911,Dave Bautista,Not Available
65000912,Dave Chapman,Not Available
65000913,Dave Chappelle,24.Aug.73
65000914,Dave Davis,Not Available
65000915,Dave Franco,12.Jun.85
65000916,Dave Johns,Not Available
65000917,Dave Reaves,Not Available
65000918,Dave Stone,Not Available
65000919,Daveed Diggs,Not Available
65000920,David Bowe,Not Available
65000921,David Burrows,Not Available
65000922,David Castaneda,Not Available
65000923,David Cross,4.Apr.64
65000924,David Dastmalchian,Not Available
65000925,David Doyle,1.Dec.29
65000926,David E. Simpson,Not Available
65000927,David Escobar,Not Available
65000928,David Feehan,Not Available
65000929,David Geffen,21.Feb.43
65000930,David Gyasi,2.Jan.80
65000931,David Harbour,Not Available
65000932,David Hewlett,18.Apr.68
65000933,David Hinson,Not Available
65000934,David J. MacNeil,Not Available
65000935,David Kallaway,Not Available
65000936,David Kaye,Not Available
65000937,David Kirkbride,Not Available
65000938,David Kohlsmith,Not Available
65000939,David Lawson,Not Available
65000940,David Lawson Jr.,Not Available
65000941,David Lindorff,Not Available
65000942,David Lynch,20.Jan.46
65000943,David M Sandoval Jr.,Not Available
65000944,David Newell,Not Available
65000945,David Paris,Not Available
65000946,David Patrick Kelly,23.Jan.51
65000947,David Rasche,7.Aug.44
65000948,David Robert Lewis,Not Available
65000949,David S. Lee,Not Available
65000950,David So,Not Available
65000951,David Sobolov,23.Oct.64
65000952,David Thewlis,20.Mar.63
65000953,David Thor Jonsson,Not Available
65000954,David Tompa,Not Available
65000955,David Verdaguer,Not Available
65000956,David Wilmot,Not Available
65000957,Davina Moon,Not Available
65000958,Dawn Young,Not Available
65000959,Daymien Valentino,Not Available
65000960,Dayton Callie,Not Available
65000961,Dea Panendra,Not Available
65000962,Dean Ashton,30.Oct.86
65000963,Dean Chaumoo,Not Available
65000964,Dean Redman,Not Available
65000965,Dean Winters,20.Jul.64
65000966,Dean-Charles Chapman,Not Available
65000967,Deb Hiett,Not Available
65000968,Debbie Honeywood,Not Available
65000969,Debbie Reynolds,1.Apr.32
65000970,Debby Ryan,13.May.93
65000971,Deborah Ayorinde,Not Available
65000972,Deborah Grall,Not Available
65000973,DeBorah Green,Not Available
65000974,Deborah Yeo,Not Available
65000975,Debra Messing,15.Aug.68
65000976,Debra Monk,27.Feb.49
65000977,Deena Trudy,Not Available
65000978,Deirdre Kelly,Not Available
65000979,Deirdre Lovejoy,30.Jun.62
65000980,Dekel Adin,Not Available
65000981,deMann,Not Available
65000982,Demetrius Hodges,Not Available
65000983,Demian Hernández,Not Available
65000984,Demitri Goritsas,Not Available
65000985,Dempsey Bovell,Not Available
65000986,Denis M'Punga,Not Available
65000987,Denis Ménochet,Not Available
65000988,Denis O'Hare,17.Jan.62
65000989,Denise Gough,Not Available
65000990,Denise Jaxon,Not Available
65000991,Denise Loder-DeLuca,Not Available
65000992,Denise Milfort,Not Available
65000993,Denise Sinnott,Not Available
65000994,Dennis Fitzpatrick,Not Available
65000995,Dennis Singletary,Not Available
65000996,Denzel Whitaker,15.Jun.90
65000997,Derek Luke,24.Apr.74
65000998,Derek Wilson,Not Available
65000999,Dermot Crowley,19.Mar.47
65001000,Desmond Shepherd,Not Available
65001001,Dev Patel,23.Apr.90
65001002,Devere Jehl,Not Available
65001003,Devin Druid,Not Available
65001004,Devin Koehler,Not Available
65001005,Devin Montgomery,Not Available
65001006,Devon Bostick,Not Available
65001007,Devyn Dalton,Not Available
65001008,Dhay,Not Available
65001009,Diana Alexandra Pocol,Not Available
65001010,Diana Bostan,Not Available
65001011,Diana Lin,Not Available
65001012,Diana Silvers,Not Available
65001013,Diane Kruger,15.Jul.76
65001014,Diankou Sembene,Not Available
65001015,Dickon Tolson,24.Mar.73
65001016,Diego Cortina Autrey,Not Available
65001017,Diego Cremonesi,Not Available
65001018,Diego Fuentes,Not Available
65001019,Diego Luna,29.Dec.79
65001020,Diplo,Not Available
65001021,Dj Harvey,Not Available
65001022,Djebril Zonga,Not Available
65001023,Djimon Hounsou,24.Apr.64
65001024,Dolly Wells,Not Available
65001025,Dolores Fonzi,19.Jul.78
65001026,Dolores Huerta,Not Available
65001027,Dolph Lundgren,3.Nov.57
65001028,Domenick Lombardozzi,25.Mar.76
65001029,Domhnall Gleeson,Not Available
65001030,Dominic Boyle,Not Available
65001031,Dominic Kinnaird,Not Available
65001032,Dominique Fishback,Not Available
65001033,Dominique Robertson,Not Available
65001034,Don Bridges,4.Nov.50
65001035,Don Cheadle,29.Nov.64
65001036,Don Johnson,15.Dec.49
65001037,Don Lee,Not Available
65001038,Don Rickles,8.May.26
65001039,Donald Glover,Not Available
65001040,Donald Sutherland,17.Jul.35
65001041,Donald Tripe,Not Available
65001042,Donna Biscoe,30.Sep.55
65001043,Dóra Ferenczi,Not Available
65001044,Dora Madison,Not Available
65001045,Dóra Sztarenki,Not Available
65001046,Doris Morgado,Not Available
65001047,Dorit Lev-Ari,Not Available
65001048,Doug Benson,2.Jul.64
65001049,Doug Chapman,Not Available
65001050,Doug E. Fresh,17.Sep.66
65001051,Doug Jones,24.May.60
65001052,Doug Nicholas,Not Available
65001053,Douglas Russell,Not Available
65001054,Dougray Scott,25.Nov.65
65001055,Doutzen Kroes,Not Available
65001056,Dreama Walker,20.Jun.86
65001057,Drew Anderson,Not Available
65001058,Drew Dixon,Not Available
65001059,Drew Scheid,Not Available
65001060,Drew Seltzer,Not Available
65001061,Dru Viergever,11.Feb.81
65001062,Duke Nicholson,Not Available
65001063,Duncan Duff,Not Available
65001064,Dustin Hoffman,8.Aug.37
65001065,Dustin Richardson,Not Available
65001066,Dustin Ybarra,Not Available
65001067,Dwayne Johnson,2.May.72
65001068,Dwight Yoakam,23.Oct.56
65001069,Dyana Ortelli,1.May.61
65001070,Dylan Gelula,Not Available
65001071,Dylan McKiernan,Not Available
65001072,Dylan Smith,Not Available
65001073,Dylan Sprouse,4.Aug.92
65001074,E. Roger Mitchell,18.Feb.71
65001075,Eanna Hardwicke,Not Available
65001076,Earl Cave,Not Available
65001077,Ebon Moss-Bachrach,Not Available
65001078,Ed Begley Jr.,16.Sep.49
65001079,Ed Oxenbould,Not Available
65001080,Ed Skrein,Not Available
65001081,Eddie Baroo,25.Sep.68
65001082,Eddie Izzard,7.Feb.62
65001083,Eddie Mann,Not Available
65001084,Eddie Marsan,Not Available
65001085,Eddie Murphy,3.Apr.61
65001086,Edi Patterson,Not Available
65001087,Edie Inksetter,Not Available
65001088,Edilson Silva,Not Available
65001089,Eduard Fernández,25.Aug.64
65001090,Eduardo Franco,Not Available
65001091,Eduardo Gomes,Not Available
65001092,Edward Asner,15.Nov.29
65001093,Edward Hogg,Not Available
65001094,Edward James Olmos,24.Feb.47
65001095,Edward Kewin,Not Available
65001096,Edward Norton,18.Aug.69
65001097,Edward O'Blenis,Not Available
65001098,Edward Parker,Not Available
65001099,Edward Wolstenholme,Not Available
65001100,Eero Milonoff,Not Available
65001101,Eero Milonoff,Not Available
65001102,Egy Fedly,Not Available
65001103,Ehteram Boroumand,Not Available
65001104,Eili Harboe,Not Available
65001105,Einat Sarouf,Not Available
65001106,Eiza Gonzalez,Not Available
65001107,Ekaterina Samsonov,Not Available
65001108,Elbas Manuana,Not Available
65001109,Eleanor Howlett,Not Available
65001110,Eleanor Matsuura,Not Available
65001111,Elena Anaya,17.Jul.75
65001112,Elena Shevchenko,Not Available
65001113,Eli Jane,Not Available
65001114,Elias Khoury,Not Available
65001115,Elie Bouakaze,Not Available
65001116,Elijah Everett,Not Available
65001117,Elijah Wood,28.Jan.81
65001118,Eliosa Santos,Not Available
65001119,Elisabeth Moss,24.Jul.82
65001120,Elisabeth Röhm,Not Available
65001121,Elisabeth Shue,6.Oct.63
65001122,Elise Neal,14.Mar.66
65001123,Elise Santora,Not Available
65001124,Eliza Rycembel,Not Available
65001125,Eliza Scanlen,Not Available
65001126,Elizabeth Banks,10.Feb.74
65001127,Elizabeth Debicki,Not Available
65001128,Elizabeth Marvel,27.Nov.69
65001129,Elizabeth Olsen,16.Feb.89
65001130,Elizabeth Rodriguez,Not Available
65001131,Elizabeth Saunders,Not Available
65001132,Ella Jay Basco,Not Available
65001133,Ella Kenion,Not Available
65001134,Ella Rumpf,Not Available
65001135,Ella Smith,Not Available
65001136,Elle Fanning,9.Apr.98
65001137,Ellen Burstyn,7.Dec.32
65001138,Ellen Dorrit Petersen,Not Available
65001139,Ellen Doyle,Not Available
65001140,Ellen Page,21.Feb.87
65001141,Ellie Kemper,2.May.80
65001142,Ellie O'Halloran,Not Available
65001143,Elliot Knight,Not Available
65001144,Elliot Sinclair,Not Available
65001145,Ellora Torchia,Not Available
65001146,Elma Stefania Agustsdottir,Not Available
65001147,Eloise Henwood,Not Available
65001148,Elsa Dorfman,Not Available
65001149,Elsie Fisher,Not Available
65001150,Emad Emami,Not Available
65001151,Eman Al-Masina,Not Available
65001152,Emil Belton,Not Available
65001153,Emile Hirsch,13.Mar.85
65001154,Emilee Bickert,Not Available
65001155,Émilie Incerti-Formentini,Not Available
65001156,Emilija Baranac,Not Available
65001157,Emilio Iannucci,Not Available
65001158,Emilio Sierra,Not Available
65001159,Emily Arlook,Not Available
65001160,Emily Blunt,23.Feb.83
65001161,Emily Carey,Not Available
65001162,Emily Cass McDonnell,Not Available
65001163,Emily Haine,Not Available
65001164,Emily Montague,Not Available
65001165,Emily Ng,Not Available
65001166,Emily Robinson,Not Available
65001167,Emily Tyra,Not Available
65001168,Emma Bell,Not Available
65001169,Emma Fuhrmann,Not Available
65001170,Emma Lowndes,Not Available
65001171,Emma Stone,6.Nov.88
65001172,Emma Teo,Not Available
65001173,Emma Thompson,15.Apr.59
65001174,Emma Watson,15.Apr.90
65001175,Emmanuel Garijo,Not Available
65001176,Emmanuel Menard,Not Available
65001177,Enrico Colantoni,14.Feb.63
65001178,Ephraim Sykes,Not Available
65001179,Eric Bauza,Not Available
65001180,Eric Bogosian,24.Apr.53
65001181,Eric Caravaca,21.Nov.66
65001182,Eric Clapton,30.Mar.45
65001183,Eric Lange,19.Feb.73
65001184,Eric Patrick Cameron,Not Available
65001185,Eric Paykert,Not Available
65001186,Eric Shackelford,Not Available
65001187,Eric Wentz,Not Available
65001188,Erick Abbate,Not Available
65001189,Erik LaRay Harvey,Not Available
65001190,Erin Allegretti,Not Available
65001191,Erin Darke,Not Available
65001192,Eriq La Salle,23.Jul.62
65001193,Ernst Stötzner,Not Available
65001194,Essie Davis,Not Available
65001195,Estelle,Not Available
65001196,Estelle Harris,4.Apr.32
65001197,Ester Dean,Not Available
65001198,Esther Garrel,Not Available
65001199,Eszter Nagy-Kálózy,Not Available
65001200,Ethan Dizon,Not Available
65001201,Ethan Embry,13.Jun.78
65001202,Ethan Hawke,6.Nov.70
65001203,Ethan Pugiotto,Not Available
65001204,Ethan Steele,Not Available
65001205,Etienne Vick,Not Available
65001206,Etna Campillo,Not Available
65001207,Etsuko Ichihara,24.Jan.36
65001208,Eugene Braverock,Not Available
65001209,Eva Dabrowski,Not Available
65001210,Eva Martin,Not Available
65001211,Eva Melander,Not Available
65001212,Eva Sayer,31.Jan.97
65001213,Evan Alex,Not Available
65001214,Evan Barney,Not Available
65001215,Evan D. Taylor,Not Available
65001216,Evan Marsh,Not Available
65001217,Evan Peters,20.Jan.87
65001218,Evan Roe,Not Available
65001219,Evan Rosado,Not Available
65001220,Evan Walsh,Not Available
65001221,Evangeline Lilly,3.Aug.79
65001222,Eve Connolly,Not Available
65001223,Evelin Hagoel,Not Available
65001224,Evgeniya Kregzhde,Not Available
65001225,Ewan McGregor,31.Mar.71
65001226,Ewen Bremner,23.Jan.72
65001227,Eyad Sheety,Not Available
65001228,Eyal Meyer,Not Available
65001229,F. Murray Abraham,24.Oct.39
65001230,Fabrizio Ferracane,Not Available
65001231,Fabrizio Matteini,Not Available
65001232,Fadi Kamel Youssef,Not Available
65001233,Faith Evans,10.Jun.73
65001234,Faith Logan,Not Available
65001235,Faithe Herman,Not Available
65001236,Farah White,Not Available
65001237,Farid Sajjadi Hosseini,Not Available
65001238,Fatima Hussaini,Not Available
65001239,Fatimah Hassan,Not Available
65001240,Fausto Russo Alesi,Not Available
65001241,Fay Masterson,Not Available
65001242,Federico Torre,Not Available
65001243,Felicia Stiles,Not Available
65001244,Felicity Jones,19.Jan.84
65001245,Felicity Steel,Not Available
65001246,Felipe Kenji,Not Available
65001247,Félix Maritaud,Not Available
65001248,Ferass Naser,Not Available
65001249,Fermí Reixach,Not Available
65001250,Ffion Jolly,Not Available
65001251,Filipe Bernedette,Not Available
65001252,Filippo Grandi,Not Available
65001253,Finn Burridge,Not Available
65001254,Finn McNicholas,Not Available
65001255,Finn Notary,Not Available
65001256,Finn Robbins,Not Available
65001257,Finn Roberts,Not Available
65001258,Finn Wittrock,Not Available
65001259,Finn Wolfhard,Not Available
65001260,Finnegan Bell,Not Available
65001261,Fiona Fu,Not Available
65001262,Fiona Toth,Not Available
65001263,Fiona Xie,24.Jan.82
65001264,Fionn Whitehead,Not Available
65001265,Fisher Stevens,27.Nov.63
65001266,FKA twigs,Not Available
65001267,Flea,16.Oct.62
65001268,Fleming Meeks,Not Available
65001269,Fleur Houdijk,Not Available
65001270,Flora Nicholson,Not Available
65001271,Florence Janas,Not Available
65001272,Florence Kasumba,Not Available
65001273,Florence Pugh,Not Available
65001274,Florian Munteanu,Not Available
65001275,Floyd Anthony Johns; Jr.,Not Available
65001276,Flula Borg,Not Available
65001277,Forest Whitaker,15.Jul.61
65001278,Fran Lebowitz,27.Oct.50
65001279,Frances Conroy,13.Nov.53
65001280,Frances Lozada,Not Available
65001281,Frances McDormand,23.Jun.57
65001282,Francis Guinan,Not Available
65001283,Francisco Brito,Not Available
65001284,Francisco Reyes,6.Jul.54
65001285,Franco Nero,23.Nov.41
65001286,François Chau,Not Available
65001287,François Clemmons,Not Available
65001288,François Marthouret,Not Available
65001289,François Rabette,Not Available
65001290,Frank Allen Forbes,Not Available
65001291,Frank Dillane,Not Available
65001292,Frank Gallegos,3.Aug.70
65001293,Frank Grillo,8.Jun.63
65001294,Frank Licari,Not Available
65001295,Frank Mosley,Not Available
65001296,Frank Oz,25.May.44
65001297,Frank Whaley,20.Jul.63
65001298,Frank Wood,Not Available
65001299,Frankie Shaw,Not Available
65001300,Frankie Steele,Not Available
65001301,Frankie Wilson,Not Available
65001302,Frans Rosengarten,Not Available
65001303,Franz Rogowski,Not Available
65001304,Fred Ferguson,Not Available
65001305,Fred Hechinger,Not Available
65001306,Fred Melamed,13.May.56
65001307,Fred Rogers,20.Mar.28
65001308,Fred Tatasciore,Not Available
65001309,Fred Williamson,5.Mar.38
65001310,Freddy Carter,Not Available
65001311,Freddy Elletson,Not Available
65001312,Frederick Schmidt,Not Available
65001313,Fredy Yate Escobar,Not Available
65001314,Frida Palsson,Not Available
65001315,Gabe Casdorph,Not Available
65001316,Gabi Fon,Not Available
65001317,Gabourey Sidibe,Not Available
65001318,Gabriel Byrne,12.May.50
65001319,Gabriel Cañas,Not Available
65001320,Gabriel Chavarria,Not Available
65001321,Gabriel Iglesias,15.Jul.76
65001322,Gabriel Monroe Eckert,Not Available
65001323,Gabriel Oliva,Not Available
65001324,Gabriela Cartol,Not Available
65001325,Gabriela Quezada Bloomgarden,Not Available
65001326,Gabrielle Dennis,Not Available
65001327,Gabrielle Rose,Not Available
65001328,Gaby French,Not Available
65001329,Gael García Bernal,30.Nov.78
65001330,Gaetan Claudia,Not Available
65001331,Gail Cronauer,Not Available
65001332,Gal Gadot,30.Apr.85
65001333,Gal Gadot,30.Apr.85
65001334,Gana Bayarsaikhan,Not Available
65001335,Garance Marillier,Not Available
65001336,Garcelle Beauvais,26.Nov.66
65001337,Gareth Williams,Not Available
65001338,Garfield Wilson,Not Available
65001339,Gari McIntyre,Not Available
65001340,Garland Whitt,Not Available
65001341,Garret Dillahunt,24.Nov.64
65001342,Garrett Hedlund,3.Sep.84
65001343,Gary B. Gross,Not Available
65001344,Gary Basaraba,16.Mar.59
65001345,Gary Oldman,21.Mar.58
65001346,Gary Payton,23.Jul.68
65001347,Gary Richardson,Not Available
65001348,Gary Weeks,Not Available
65001349,Gary Wilmes,Not Available
65001350,Gay Kearsley,Not Available
65001351,Gay Talese,7.Feb.32
65001352,Gayle Rankin,Not Available
65001353,Gbenga Akinnagbe,12.Dec.78
65001354,Ge Hu,Not Available
65001355,Geetanjali Thapa,Not Available
65001356,Gefen Barkai,Not Available
65001357,Gemma Arterton,12.Jan.86
65001358,Gemma Chan,29.Nov.82
65001359,Gemma Jones,4.Dec.42
65001360,Gemma Whelan,Not Available
65001361,Gene Gowling,Not Available
65001362,Genevieve Morton,Not Available
65001363,Geno Segers,Not Available
65001364,Geoffrey Pounsett,Not Available
65001365,George Clinton,22.Jul.41
65001366,George MacKay,13.Mar.92
65001367,George Pistereanu,Not Available
65001368,George Psarras,Not Available
65001369,George Todd McLachlan,Not Available
65001370,George Wendt,17.Oct.48
65001371,Gerald Downey,Not Available
65001372,Gerald Lepkowski,Not Available
65001373,Gerald McRaney,19.Aug.47
65001374,Geraldine Chaplin,31.Jul.44
65001375,Geraldine James,6.Jul.50
65001376,Geraldine Viswanathan,Not Available
65001377,Gerard Butler,13.Nov.69
65001378,Gerard Monaco,Not Available
65001379,Gergo Mikola,Not Available
65001380,Germano Melo,Not Available
65001381,Gerry Garcia,Not Available
65001382,Gian Franco Tordi,Not Available
65001383,Giancarlo Esposito,26.Apr.58
65001384,Gibson John,Not Available
65001385,Gideon Adlon,Not Available
65001386,Gideon Glick,6.Jun.88
65001387,Gideon Lang,Not Available
65001388,Gil Birmingham,13.Jul.66
65001389,Gil Ozeri,Not Available
65001390,Gilbert Bonneau,Not Available
65001391,Gilbert Gottfried,28.Feb.55
65001392,Gilda Nomacce,Not Available
65001393,Gilles Ben-David,Not Available
65001394,Gillian Jones,19.Apr.47
65001395,Gina Rodriguez,Not Available
65001396,Gina Torres,25.Apr.69
65001397,Giorgi Tsereteli,Not Available
65001398,Gladys Mathon,Not Available
65001399,Glen Powell,Not Available
65001400,Glen Roberts,Not Available
65001401,Gloria Huwiler,Not Available
65001402,Gloria Steinem,25.Mar.34
65001403,Glozell Green,Not Available
65001404,Glyins Ellis,Not Available
65001405,Glynn Turman,Not Available
65001406,Godehard Giese,Not Available
65001407,Golshifteh Farahani,10.Jul.83
65001408,Gony Lidror,Not Available
65001409,Goran Spadina,Not Available
65001410,Gozie Agbo,Not Available
65001411,Grace Fulton,Not Available
65001412,Grace Gummer,Not Available
65001413,Grace Van Patten,Not Available
65001414,Gracie Dzienny,Not Available
65001415,Graham Fletcher,Not Available
65001416,Graham Fletcher-Cook,3.Nov.63
65001417,Graham Greene (II),22.Jun.52
65001418,Grahame Fox,Not Available
65001419,Grant Rosenmeyer,3.Jul.91
65001420,Greg Barber,Not Available
65001421,Greg Bryk,Not Available
65001422,Greg Canestrari,Not Available
65001423,Greg Cipes,4.Jan.80
65001424,Greg Davies,Not Available
65001425,Greg Malone,Not Available
65001426,Greg Wise,15.May.66
65001427,Grégoire Monsaingeon,Not Available
65001428,Gregory Korostishevsky,Not Available
65001429,Gregory Schwabe,Not Available
65001430,Greice Santo,Not Available
65001431,Greider Meza,Not Available
65001432,Greta Gerwig,Not Available
65001433,Grey Griffin,Not Available
65001434,Griffin Gluck,Not Available
65001435,Grigory Rodchenkov,Not Available
65001436,Grover Coulson,Not Available
65001437,Guilherme Gorski,Not Available
65001438,Guillaume Bouchède,Not Available
65001439,Gunnel Fred,Not Available
65001440,Gurf Morlix,Not Available
65001441,Gus Kenworthy,Not Available
65001442,Gustavo Dudamel,Not Available
65001443,Guy A. Fortt,Not Available
65001444,Guy Remy,Not Available
65001445,Gwendoline Christie,Not Available
65001446,Gwyneth Paltrow,27.Sep.72
65001447,Gyorgy Somhegyi,Not Available
65001448,Gyula Feher,Not Available
65001449,Hailee Steinfeld,11.Dec.96
65001450,Haim Zanati,Not Available
65001451,Hakim Faris Hamza,Not Available
65001452,Hal Prince,Not Available
65001453,Hal Whiteside,Not Available
65001454,Haley Bennett,7.Jan.88
65001455,Haley Lu Richardson,Not Available
65001456,Haley Ramm,26.Mar.92
65001457,Halldóra Geirharðsdóttir,Not Available
65001458,Halle Berry,14.Aug.66
65001459,Hallie Anderson,Not Available
65001460,Halsey,Not Available
65001461,Hamilton Morris,Not Available
65001462,Hamish Blake,Not Available
65001463,Hamoud,Not Available
65001464,Hampus Hallberg,Not Available
65001465,Hamza Khawalda,Not Available
65001466,Han Soto,Not Available
65001467,Hanan Ashrawi,8.Oct.46
65001468,Haneen Khalid,Not Available
65001469,Hank Strong,Not Available
65001470,Hannah Dunne,Not Available
65001471,Hannah Gadsby,Not Available
65001472,Hannah John-Kamen,Not Available
65001473,Hannah Marks,13.Apr.93
65001474,Hannah Murray,1.Jul.89
65001475,Hannah Rae,Not Available
65001476,Hannah Westerfield,Not Available
65001477,Hannibal Buress,Not Available
65001478,Hans-Peter Thomas,Not Available
65001479,Hanssel Casillas,Not Available
65001480,Hari James,Not Available
65001481,Harley Quinn Smith,26.Jun.99
65001482,Harper Gunn,Not Available
65001483,Harriet Dyer,Not Available
65001484,Harriet Ghost,Not Available
65001485,Harrison Ford,13.Jul.42
65001486,Harrison Osterfield,Not Available
65001487,Harry Belafonte,1.Mar.27
65001488,Harry Dean Stanton,14.Jul.26
65001489,Harry Greenwood,Not Available
65001490,Harry Hepple,Not Available
65001491,Harry Lister Smith,Not Available
65001492,Harry Shum Jr.,Not Available
65001493,Harry Styles,Not Available
65001494,Harumi Shuhama,Not Available
65001495,Harvey Fierstein,6.Jun.52
65001496,Harvey James,Not Available
65001497,Harvey Keitel,13.May.39
