movie_id,Title,Genre
20160036,The Age of Shadows (2016),Drama
20160037,Fireworks Wednesday (Chaharshanbe-soori) (2016),Art House & International
20160037,Fireworks Wednesday (Chaharshanbe-soori) (2016),Drama
20160038,Aquarius (2016),Art House & International
20160038,Aquarius (2016),Drama
20160039,Jackie (2016),Drama
20160040,The Fits (2016),Drama
20160041,Loving (2016),Drama
20160042,13th (2016),Documentary
20160043,Elle (2016),Art House & International
20160043,Elle (2016),Mystery & Suspense
20160043,Elle (2016),Drama
20160044,Green Room (2016),Horror
20160045,Queen of Katwe (2016),Drama
20160045,Queen of Katwe (2016),Kids & Family
20160046,The Beatles: Eight Days a Week - The Touring Years (2016),Documentary
20160047,Long Way North (Tout en haut du monde) (2016),Action & Adventure
